phrase_norm,phrase,lang,count,source,source_phrase
እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እ,እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እሺ እ,am,41,translated:en,there you go
ባአአ,ባአአ,am,39,translated:en,baa a
ሰላም ሁላችሁም ወደ ሰርጥዬ ደህና መጣችሁ,ሰላም ሁላችሁም ወደ ሰርጥዬ ደህና መጣችሁ,am,39,translated:en,hello everyone welcome to my channel
ሰላም ወዳጆቼ,ሰላም ወዳጆቼ,am,37,translated:en,hello friends
ኤም ኤም ኤም,ኤም ኤም ኤም,am,37,translated:en,mm hmm
አመጣሃለሁ።,አመጣሃለሁ።,am,35,translated:en,i m going to get you
ወደ ሌላ እሄዳለሁ።,ወደ ሌላ እሄዳለሁ።,am,35,translated:en,i m going to go get some more
ወደ ሌላኛው ወገን እሄዳለሁ።,ወደ ሌላኛው ወገን እሄዳለሁ።,am,35,translated:en,i m going to go to the other side
ይህንን ማየት እንደምትችሉ እርግጠኛ አይደለሁም ግን እርግጠኛ አይደለሁም,ይህንን ማየት እንደምትችሉ እርግጠኛ አይደለሁም ግን እርግጠኛ አይደለሁም,am,35,translated:en,i m not sure if you can see this but i m not sure
ኦይ አምላኬ,ኦይ አምላኬ,am,35,translated:en,oh my gosh
የቅዱስ ጳውሎስ ቤተክርስቲያን,የቅዱስ ጳውሎስ ቤተክርስቲያን,am,35,translated:en,st paul s church
ጣቢያው አንድ ነው,ጣቢያው አንድ ነው,am,35,translated:en,the station is a
እሄዳለሁ እና ሻንጣዬን እወስዳለሁ,እሄዳለሁ እና ሻንጣዬን እወስዳለሁ,am,33,translated:en,i m going to go ahead and get my bag
ይህ ነው,ይህ ነው,am,33,translated:en,that s it
ይህን ማድረግ እንዳለብኝ እርግጠኛ አይደለሁም ግን እርግጠኛ አይደለሁም,ይህን ማድረግ እንዳለብኝ እርግጠኛ አይደለሁም ግን እርግጠኛ አይደለሁም,am,31,translated:en,i m not sure if i should do this but i m not sure
ፍላሽ ባንግን መጠቀም እንዳለብኝ እርግጠኛ አይደለሁም,ፍላሽ ባንግን መጠቀም እንዳለብኝ እርግጠኛ አይደለሁም,am,31,translated:en,i m not sure if i should have used the flashbang
ራር አንተ,ራር አንተ,am,31,translated:en,rr you
ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው ነገር ግን ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው,ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው ነገር ግን ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው,am,31,translated:en,the game is based on the original game but the game is based on the original game
እኔ ወደፊት እና ለመውሰድ እሄዳለሁ,እኔ ወደፊት እና ለመውሰድ እሄዳለሁ,am,29,translated:en,i m going to go ahead and get the
ታንያ ኩሽማን ተንታኝ s,ታንያ ኩሽማን ተንታኝ s,am,29,translated:en,tanya cushman reviewer s
መልካም ስራ,መልካም ስራ,am,27,translated:en,good job
ውሻዬን እወስዳለሁ,ውሻዬን እወስዳለሁ,am,27,translated:en,i m going to go get my dog
እኔ አንድ መጠቀም እሄዳለሁ,እኔ አንድ መጠቀም እሄዳለሁ,am,27,translated:en,i m going to use a
ወደ ኒው ዮርክ ከተማ እንኳን ደህና መጡ,ወደ ኒው ዮርክ ከተማ እንኳን ደህና መጡ,am,27,translated:en,welcome to the new york city of new york
የምዕራብ ግቢ,የምዕራብ ግቢ,am,27,translated:en,west yard
ምን እያደረክ ነው?,ምን እያደረክ ነው?,am,27,translated:en,what are you doing
አንድ አህ,አንድ አህ,am,25,translated:en,a aah
ደወሎች ይጮኻሉ,ደወሎች ይጮኻሉ,am,25,translated:en,bells chiming
አውቃለሁ,አውቃለሁ,am,25,translated:en,i know
ወደፊት እሄዳለሁ እና ሞተሩን እጀምራለሁ,ወደፊት እሄዳለሁ እና ሞተሩን እጀምራለሁ,am,25,translated:en,i m going to go ahead and start the engine
ወደ ቀጣዩ እሄዳለሁ።,ወደ ቀጣዩ እሄዳለሁ።,am,25,translated:en,i m going to go to the next one
በጥሩ ሁኔታ ተዋሃድ,በጥሩ ሁኔታ ተዋሃድ,am,25,translated:en,mix well
አንተ,አንተ,am,25,translated:en,the you
ኧረ አንተ,ኧረ አንተ,am,25,translated:en,uh you
የምዕራብ ቪሊ,የምዕራብ ቪሊ,am,25,translated:en,west ville
ማን ኦ,ማን ኦ,am,25,translated:en,who oo
ጥሩ ልጅ,ጥሩ ልጅ,am,23,translated:en,good boy
ወደፊት እሄዳለሁ እና አደርጋለሁ,ወደፊት እሄዳለሁ እና አደርጋለሁ,am,23,translated:en,i m going to go ahead and do it
እኔ ወደ ታችኛው ክፍል ውስጥ ቀዳዳ ለማድረግ እሄዳለሁ,እኔ ወደ ታችኛው ክፍል ውስጥ ቀዳዳ ለማድረግ እሄዳለሁ,am,23,translated:en,i m going to make a hole in the bottom of the
እኔ አንድ ፈጣን እረፍት መውሰድ እና ከዚያም ወደ መመለስ እሄዳለሁ,እኔ አንድ ፈጣን እረፍት መውሰድ እና ከዚያም ወደ መመለስ እሄዳለሁ,am,23,translated:en,i m going to take a quick break and then head back to the
ሽጉጡን ማግኘት እንደምችል እርግጠኛ አይደለሁም,ሽጉጡን ማግኘት እንደምችል እርግጠኛ አይደለሁም,am,23,translated:en,i m not sure if i can get the gun
ሱራ አልፋቲሃ,ሱራ አልፋቲሃ,am,23,translated:en,surah al fatihah
ዋው ሀ,ዋው ሀ,am,23,translated:en,waa a
ሆው ኦው,ሆው ኦው,am,21,translated:en,hoo oo
ማድረግ አልቻልኩም,ማድረግ አልቻልኩም,am,21,translated:en,i can t
አልፈቅድልህም።,አልፈቅድልህም።,am,21,translated:en,i m not going to let you go
በጣም ተደስቻለሁ።,በጣም ተደስቻለሁ።,am,21,translated:en,i m so excited
እስቲ እንመልከት,እስቲ እንመልከት,am,21,translated:en,let s see
ኦሆሆ,ኦሆሆ,am,21,translated:en,oh ho
በጣም አመሰግናለሁ,በጣም አመሰግናለሁ,am,21,translated:en,thank you very much
ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው ነገር ግን ይህ ኦሪጂናል ጨዋታ አይደለም,ጨዋታው በኦሪጂናል ጨዋታ ላይ የተመሠረተ ነው ነገር ግን ይህ ኦሪጂናል ጨዋታ አይደለም,am,21,translated:en,the game is based on the original game but it s not the original game
አዝማሚያ z,አዝማሚያ z,am,19,translated:en,buzz z
ጤና ይስጥልኝ,ጤና ይስጥልኝ,am,19,translated:en,hi guys
እግዚያብሔር,እግዚያብሔር,am,19,translated:en,holy shit
ይህን በድጋሚ ማድረግ አለብኝ,ይህን በድጋሚ ማድረግ አለብኝ,am,19,translated:en,i m going to have to do this again
እኔ ትንሽ ለማድረግ እሄዳለሁ,እኔ ትንሽ ለማድረግ እሄዳለሁ,am,19,translated:en,i m going to make a little
ውኃውን በተሻለ ሁኔታ ለማየት እሞክራለሁ።,ውኃውን በተሻለ ሁኔታ ለማየት እሞክራለሁ።,am,19,translated:en,i m going to try to get a better view of the water
ከመንገዱ ውስጥ ለማውጣት እሞክራለሁ,ከመንገዱ ውስጥ ለማውጣት እሞክራለሁ,am,19,translated:en,i m going to try to get it out of the way
ከዚህ ለመውጣት እሞክራለሁ።,ከዚህ ለመውጣት እሞክራለሁ።,am,19,translated:en,i m going to try to get out of here
ይህ ትክክለኛ ቃል መሆኑን እርግጠኛ አይደለሁም ግን ይህ ትክክለኛ ቃል መሆኑን እርግጠኛ አይደለሁም,ይህ ትክክለኛ ቃል መሆኑን እርግጠኛ አይደለሁም ግን ይህ ትክክለኛ ቃል መሆኑን እርግጠኛ አይደለሁም,am,19,translated:en,i m not sure if that s the right word but i m not sure if that s the right word
እኔ ይህን ለማድረግ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም ነገር ግን እኔ ይህን ለማድረግ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም,እኔ ይህን ለማድረግ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም ነገር ግን እኔ ይህን ለማድረግ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም,am,19,translated:en,i m not sure if this is the best way to do it but i m not sure if it s the best way to do it
የጂንግል ደወሎች,የጂንግል ደወሎች,am,19,translated:en,jingle bells
አምላኬ,አምላኬ,am,19,translated:en,oh my goodness
የሲሬን ድምፆች,የሲሬን ድምፆች,am,19,translated:en,siren blares
ባቡሩ አሁን ወደ ጣቢያው እየሄደ ነው,ባቡሩ አሁን ወደ ጣቢያው እየሄደ ነው,am,19,translated:en,the train is now moving towards the station
ዌስትሚንስተር ድልድይ,ዌስትሚንስተር ድልድይ,am,19,translated:en,westminster bridge
ስለተመለከታችሁኝ አመሰግናለሁ።,ስለተመለከታችሁኝ አመሰግናለሁ።,am,17,translated:en,a thank you for watching
የንብ ጫፍ,የንብ ጫፍ,am,17,translated:en,bee end
ሐምም ሚሜ,ሐምም ሚሜ,am,17,translated:en,hmm mm
ምን ማድረግ እንዳለብኝ አላውቅም,ምን ማድረግ እንዳለብኝ አላውቅም,am,17,translated:en,i don t know what to do
አገኘሁት።,አገኘሁት።,am,17,translated:en,i got it
አንድ ብርጭቆ ውሃ እጠጣለሁ።,አንድ ብርጭቆ ውሃ እጠጣለሁ።,am,17,translated:en,i m going to drink a glass of water
እኔ ቤት ነኝ,እኔ ቤት ነኝ,am,17,translated:en,i m home
እኔ አይደለሁም,እኔ አይደለሁም,am,17,translated:en,i m not
እርግጠኛ አይደለሁም,እርግጠኛ አይደለሁም,am,17,translated:en,i m not sure
እኔ ይህን ለማድረግ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም ነገር ግን እኔ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም,እኔ ይህን ለማድረግ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም ነገር ግን እኔ ይህ የተሻለ መንገድ እንደሆነ እርግጠኛ አይደለሁም,am,17,translated:en,i m not sure if this is the best way to do it but i m not sure if this is the best way
ይህ ትክክለኛ መንገድ እንደሆነ እርግጠኛ አይደለሁም ግን ይህ ትክክለኛ መንገድ እንደሆነ እርግጠኛ አይደለሁም,ይህ ትክክለኛ መንገድ እንደሆነ እርግጠኛ አይደለሁም ግን ይህ ትክክለኛ መንገድ እንደሆነ እርግጠኛ አይደለሁም,am,17,translated:en,i m not sure if this is the right way to do it but i m not sure if this is the right way
ዋው ዋው ዋውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውው,ዋው ዋው ዋውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውውው,am,17,translated:en,shh you
አንተን,አንተን,am,17,translated:en,ss you
በኤሶ ተተርጉሟል,በኤሶ ተተርጉሟል,am,17,translated:en,transcribed by eso translated by
ኧረ ኧረ,ኧረ ኧረ,am,17,translated:en,uh huh
በኒው ዮርክ ከተማ እንኳን ደህና መጡ,በኒው ዮርክ ከተማ እንኳን ደህና መጡ,am,17,translated:en,welcome to the new york city of new york city
ምን እየተካሄደ ነው?,ምን እየተካሄደ ነው?,am,17,translated:en,what s up
እና,እና,am,16,translated:en,and the
የኒኮሱብስ መግለጫዎች,የኒኮሱብስ መግለጫዎች,am,15,translated:en,captions by nicosubs
ወደዚህ ኑ,ወደዚህ ኑ,am,15,translated:en,come here
የመጨረሻው,የመጨረሻው,am,15,translated:en,ee end
አድናቂዎች ይጮኻሉ,አድናቂዎች ይጮኻሉ,am,15,translated:en,fans roar
ጉድጓዱ ውስጥ እሳት,ጉድጓዱ ውስጥ እሳት,am,15,translated:en,fire in the hole
ጥሩ ልጃገረድ,ጥሩ ልጃገረድ,am,15,translated:en,good girl
አገኘሁት,አገኘሁት,am,15,translated:en,got him
ቀድሜ እሄዳለሁ እና ቀረጻውን እጀምራለሁ,ቀድሜ እሄዳለሁ እና ቀረጻውን እጀምራለሁ,am,15,translated:en,i m going to go ahead and start the recording
ወደ ጉድጓዱ ታችኛው ክፍል ውስጥ ቀዳዳ አደርጋለሁ,ወደ ጉድጓዱ ታችኛው ክፍል ውስጥ ቀዳዳ አደርጋለሁ,am,15,translated:en,i m going to make a hole in the bottom of the hole
